== new session ==
5 x 6, 30, 8.03166294098, 0, 17
11 x 1, 11, 4.01629304886, 0, 36
2 x 3, 6, 4.51859498024, 0, 55
5 x 1, 5, 2.30925703049, 0, 75
1 x 2, 2, 2.91146802902, 0, 95
3 x 2, 6, 2.30941295624, 0, 115
1 x 9, 9, 2.2086288929, 0, 135
4 x 4, 16, 3.01232099533, 0, 155
12 x 3, 36, 5.82386898994, 0, 174
3 x 1, 3, 2.51016712189, 0, 194
1 x 4, 4, 2.2091460228, 0, 214
11 x 8, 88, 2.51029086113, 0, 234
9 x 9, 81, 4.11843800545, 0, 253
11 x 4, 44, 4.11604714394, 0, 272
9 x 8, 72, 4.81960201263, 0, 291
10 x 2, 20, 3.11227703094, 0, 311
11 x 4, 44, 2.51117992401, 0, 331
9 x 8, 72, 4.31709909439, 0, 350
1 x 1, 1, 1.60646390915, 0, 370
11 x 4, 44, 1.9076628685, 0, 390
7 x 4, 28, 3.11316418648, 0, 410
4 x 8, 32, 2.71080994606, 0, 430
3 x 4, 12, 1.80734205246, 0, 450
5 x 7, 35, 2.81111097336, 0, 470
5 x 2, 10, 2.61073207855, 0, 490
11 x 7, 77, 2.40940999985, 0, 510
6 x 4, 24, 2.81097793579, 0, 530
3 x 8, 24, 3.11246490479, 0, 550
1 x 3, 3, 1.70689201355, 0, 570
12 x 9, 108, 4.71865415573, 0, 589
4 x 3, 12, 1.80751681328, 0, 609
12 x 1, 12, 3.31316685677, 0, 629
9 x 9, 81, 4.61845397949, 0, 648
6 x 1, 6, 2.00957107544, 0, 668
5 x 9, 45, 3.41558694839, 0, 688
7 x 5, 35, 2.20925712585, 0, 708
4 x 3, 12, 1.90818786621, 0, 728
11 x 8, 88, 2.20896911621, 0, 748
7 x 5, 35, 2.7108669281, 0, 768
